gameId,season,week,gameDate,gameTimeEastern,gameTimeLocal,homeTeamId,visitorTeamId,seasonType,weekNameAbbr,siteId,homeTeamDistance,visitingTeamDistance,homeTeamFinalScore,visitingTeamFinalScore,winningTeam
29217,2007,2,2007-09-16,13:03:00,13:03:00,4900,3300,REG,Week 2,3697,1,487,31,14,4900
29214,2007,2,2007-09-16,13:04:00,13:04:00,3410,1800,REG,Week 2,3757,1,754,13,35,1800
29211,2007,2,2007-09-16,13:02:00,13:02:00,750,2120,REG,Week 2,1769,1,929,21,34,2120
29212,2007,2,2007-09-16,13:03:00,13:03:00,1050,920,REG,Week 2,1048,13,222,51,45,1050
29213,2007,2,2007-09-16,13:04:00,13:04:00,2250,200,REG,Week 2,2049,1,297,13,7,2250
29218,2007,2,2007-09-16,13:02:00,12:02:00,2100,2200,REG,Week 2,2350,3,255,20,22,2200
29223,2007,2,2007-09-16,16:15:00,15:15:00,810,2310,REG,Week 2,4620,29,411,20,10,810
29224,2007,2,2007-09-16,16:15:00,14:15:00,1400,2520,REG,Week 2,5786,14,937,23,20,1400
29225,2007,2,2007-09-16,20:24:00,20:24:00,3200,4400,REG,Week 2,1065,2,2564,38,14,3200
29222,2007,2,2007-09-16,16:15:00,16:15:00,325,3430,REG,Week 2,3695,13,157,20,13,325
29219,2007,2,2007-09-16,15:05:00,13:05:00,3800,4600,REG,Week 2,1907,23,1096,23,20,3800
29220,2007,2,2007-09-16,16:05:00,16:05:00,1540,3000,REG,Week 2,2026,10,547,20,17,1540
29221,2007,2,2007-09-16,16:05:00,16:05:00,2700,1200,REG,Week 2,2475,8,1115,20,37,1200
29226,2007,2,2007-09-17,20:40:00,20:40:00,3700,5110,REG,Week 2,2769,2,137,12,20,5110
29231,2007,3,2007-09-23,13:02:00,13:02:00,3200,610,REG,Week 3,1065,2,385,38,7,3200
29232,2007,3,2007-09-23,13:02:00,13:02:00,3430,2700,REG,Week 3,3757,17,1078,31,28,3430
29233,2007,3,2007-09-23,13:02:00,13:02:00,3700,1540,REG,Week 3,2769,2,449,56,21,3700
29230,2007,3,2007-09-23,13:00:00,12:00:00,2310,3000,REG,Week 3,1552,1,405,13,10,2310
29227,2007,3,2007-09-23,13:00:00,13:00:00,325,3800,REG,Week 3,3695,13,1995,26,23,325
29228,2007,3,2007-09-23,13:02:00,12:02:00,1800,4400,REG,Week 3,2606,1,1751,31,24,1800
29229,2007,3,2007-09-23,13:03:00,12:03:00,2120,2200,REG,Week 3,3698,1,872,24,30,2200
29234,2007,3,2007-09-23,13:02:00,13:02:00,3900,4500,REG,Week 3,5411,2,2244,37,16,3900
29239,2007,3,2007-09-23,16:15:00,16:15:00,200,750,REG,Week 3,1001,41,227,20,27,750
29240,2007,3,2007-09-23,16:15:00,16:15:00,5110,3410,REG,Week 3,2389,34,199,17,24,3410
29241,2007,3,2007-09-23,20:24:00,19:24:00,810,1200,REG,Week 3,4620,29,804,10,34,1200
29238,2007,3,2007-09-23,16:05:00,13:05:00,4600,920,REG,Week 3,5315,9,1967,24,21,4600
29235,2007,3,2007-09-23,13:02:00,13:02:00,4900,2510,REG,Week 3,3697,1,875,24,3,4900
29236,2007,3,2007-09-23,16:05:00,14:05:00,1400,2250,REG,Week 3,5786,14,1467,14,23,2250
29237,2007,3,2007-09-23,16:05:00,13:05:00,2520,1050,REG,Week 3,3225,3,2144,26,24,2520
29242,2007,3,2007-09-24,20:40:00,19:40:00,3300,2100,REG,Week 3,2870,9,471,14,31,2100
29246,2007,4,2007-09-30,13:02:00,12:02:00,1200,2510,REG,Week 4,4948,13,558,35,7,1200
29247,2007,4,2007-09-30,13:03:00,13:03:00,1540,810,REG,Week 4,2026,10,247,37,27,1540
29248,2007,4,2007-09-30,13:32:00,13:32:00,2700,2520,REG,Week 4,2475,8,2572,17,35,2520
29243,2007,4,2007-09-30,13:02:00,13:02:00,200,2120,REG,Week 4,1001,41,705,26,16,200
29244,2007,4,2007-09-30,13:02:00,13:02:00,610,3430,REG,Week 4,3770,2,265,17,14,610
29245,2007,4,2007-09-30,13:02:00,13:02:00,1050,325,REG,Week 4,1048,13,296,27,13,1050
29249,2007,4,2007-09-30,13:05:00,12:05:00,3000,1800,REG,Week 4,1004,12,257,16,23,1800
29253,2007,4,2007-09-30,16:15:00,16:15:00,2200,1400,REG,Week 4,2878,8,993,38,20,2200
29254,2007,4,2007-09-30,16:15:00,13:15:00,4400,2310,REG,Week 4,1002,2,1334,16,30,2310
29255,2007,4,2007-09-30,20:23:00,20:23:00,3410,3700,REG,Week 4,3757,1,85,16,3,3410
29250,2007,4,2007-09-30,16:06:00,16:06:00,750,4900,REG,Week 4,1769,1,510,7,20,4900
29251,2007,4,2007-09-30,16:05:00,13:05:00,4500,4600,REG,Week 4,1007,32,677,3,23,4600
29252,2007,4,2007-09-30,15:15:00,13:15:00,3800,3900,REG,Week 4,1907,23,1834,21,14,3800
29256,2007,4,2007-10-01,20:40:00,20:40:00,920,3200,REG,Week 4,3530,1,725,13,34,3200
29260,2007,5,2007-10-07,13:03:00,12:03:00,3300,750,REG,Week 5,2870,9,649,13,16,750
29261,2007,5,2007-10-07,13:02:00,13:02:00,3410,3430,REG,Week 5,3757,1,17,35,24,3410
29262,2007,5,2007-10-07,13:02:00,13:02:00,3900,4600,REG,Week 5,5411,2,2125,21,0,3900
29257,2007,5,2007-10-07,13:02:00,12:02:00,2120,2700,REG,Week 5,3698,1,960,22,19,2120
29258,2007,5,2007-10-07,13:00:00,12:00:00,2310,2250,REG,Week 5,1552,1,944,6,17,2250
29259,2007,5,2007-10-07,13:02:00,13:02:00,3200,1050,REG,Week 5,1065,2,548,34,17,3200
29263,2007,5,2007-10-07,13:02:00,12:02:00,2510,3800,REG,Week 5,1006,17,1266,31,34,3800
29267,2007,5,2007-10-07,16:15:00,14:15:00,1400,4400,REG,Week 5,5786,14,826,6,41,4400
29268,2007,5,2007-10-07,16:15:00,13:15:00,4500,325,REG,Week 5,1007,32,2440,7,9,325
29269,2007,5,2007-10-07,20:24:00,19:24:00,1800,810,REG,Week 5,2606,1,157,20,27,810
29264,2007,5,2007-10-07,13:04:00,12:04:00,2100,200,REG,Week 5,2350,3,212,20,13,2100
29265,2007,5,2007-10-07,13:02:00,13:02:00,5110,1540,REG,Week 5,2389,34,405,34,3,5110
29266,2007,5,2007-10-07,16:05:00,16:05:00,2200,4900,REG,Week 5,2878,8,841,33,14,2200
29270,2007,5,2007-10-08,20:40:00,20:40:00,610,1200,REG,Week 5,3770,2,1200,24,25,1200
29274,2007,6,2007-10-14,13:02:00,12:02:00,1800,5110,REG,Week 6,2606,1,662,17,14,1800
29275,2007,6,2007-10-14,13:03:00,13:03:00,2250,2120,REG,Week 6,2049,1,824,37,17,2250
29276,2007,6,2007-10-14,13:00:00,12:00:00,2310,920,REG,Week 6,1552,1,535,27,20,2310
29271,2007,6,2007-10-14,13:02:00,13:02:00,325,2510,REG,Week 6,3695,13,743,22,3,325
29272,2007,6,2007-10-14,13:02:00,12:02:00,810,3000,REG,Week 6,4620,29,358,31,34,3000
29273,2007,6,2007-10-14,13:03:00,13:03:00,1050,2700,REG,Week 6,1048,13,1070,41,31,1050
29280,2007,6,2007-10-14,16:17:00,15:17:00,1200,3200,REG,Week 6,4948,13,1550,27,48,3200
29281,2007,6,2007-10-14,16:15:00,13:15:00,4400,2520,REG,Week 6,1002,2,448,28,14,4400
29282,2007,6,2007-10-14,20:23:00,17:23:00,4600,3300,REG,Week 6,5315,9,2090,17,28,3300
29277,2007,6,2007-10-14,13:02:00,13:02:00,3430,3700,REG,Week 6,3757,17,85,9,16,3700
29278,2007,6,2007-10-14,13:03:00,13:03:00,4900,2100,REG,Week 6,3697,1,621,13,10,4900
29279,2007,6,2007-10-14,15:05:00,13:05:00,3800,750,REG,Week 6,1907,23,1788,10,25,750
29283,2007,6,2007-10-15,20:40:00,20:40:00,200,3410,REG,Week 6,1001,41,748,10,31,3410
29287,2007,7,2007-10-21,13:02:00,12:02:00,2120,2100,REG,Week 7,3698,1,671,36,38,2100
29288,2007,7,2007-10-21,13:02:00,13:02:00,2700,3200,REG,Week 7,2475,8,1225,28,49,3200
29289,2007,7,2007-10-21,13:03:00,13:03:00,3410,4500,REG,Week 7,3757,1,2547,33,15,3410
29284,2007,7,2007-10-21,13:02:00,13:02:00,610,325,REG,Week 7,3770,2,254,19,14,610
29285,2007,7,2007-10-21,16:15:00,15:15:00,1200,3000,REG,Week 7,4948,13,860,24,14,1200
29286,2007,7,2007-10-21,13:03:00,13:03:00,1540,4900,REG,Week 7,2026,10,993,23,16,1540
29290,2007,7,2007-10-21,13:03:00,12:03:00,3300,200,REG,Week 7,2870,9,465,22,16,3300
29294,2007,7,2007-10-21,16:16:00,16:16:00,3700,810,REG,Week 7,2769,2,680,16,19,810
29295,2007,7,2007-10-21,16:16:00,13:16:00,4600,2510,REG,Week 7,5315,9,1703,33,6,4600
29296,2007,7,2007-10-21,20:23:00,18:23:00,1400,3900,REG,Week 7,5786,14,1320,31,28,1400
29291,2007,7,2007-10-21,13:02:00,13:02:00,5110,3800,REG,Week 7,2389,34,1982,21,19,5110
29292,2007,7,2007-10-21,16:05:00,16:05:00,920,3430,REG,Week 7,3530,1,549,38,29,920
29293,2007,7,2007-10-21,16:05:00,13:05:00,2520,2310,REG,Week 7,3225,3,1497,10,12,2310
29297,2007,7,2007-10-22,20:40:00,20:40:00,2250,2200,REG,Week 7,2049,1,708,7,29,2200
29301,2007,8,2007-10-28,12:03:00,17:03:00,2700,3410,REG,Week 8,5525,4408,3452,10,13,3410
29302,2007,8,2007-10-28,13:05:00,12:05:00,3000,3700,REG,Week 8,1004,12,983,16,23,3700
29303,2007,8,2007-10-28,13:00:00,12:00:00,2510,1050,REG,Week 8,1006,17,479,20,27,1050
29298,2007,8,2007-10-28,13:02:00,13:02:00,750,2200,REG,Week 8,1769,1,435,7,31,2200
29299,2007,8,2007-10-28,13:05:00,12:05:00,810,1540,REG,Week 8,4620,29,228,7,16,1540
29300,2007,8,2007-10-28,13:02:00,13:02:00,920,3900,REG,Week 8,3530,1,258,13,24,3900
29307,2007,8,2007-10-28,16:05:00,16:05:00,4900,2250,REG,Week 8,3697,1,170,23,24,2250
29308,2007,8,2007-10-28,16:17:00,16:17:00,3200,5110,REG,Week 8,1065,2,388,52,7,3200
29309,2007,8,2007-10-28,16:17:00,13:17:00,4500,3300,REG,Week 8,1007,32,1911,10,31,3300
29304,2007,8,2007-10-28,13:02:00,12:02:00,2100,2520,REG,Week 8,2350,3,1950,13,9,2100
29305,2007,8,2007-10-28,16:05:00,16:05:00,3430,610,REG,Week 8,3757,17,276,3,13,610
29306,2007,8,2007-10-28,16:05:00,13:05:00,4400,2120,REG,Week 8,1002,2,1299,35,10,4400
29310,2007,8,2007-10-29,20:40:00,18:40:00,1400,1800,REG,Week 8,5786,14,927,13,19,1800
29314,2007,9,2007-11-04,13:00:00,12:00:00,2310,1800,REG,Week 9,1552,1,500,22,33,1800
29315,2007,9,2007-11-04,13:05:00,12:05:00,3000,4400,REG,Week 9,1004,12,1526,35,17,3000
29316,2007,9,2007-11-04,13:02:00,12:02:00,3300,2250,REG,Week 9,2870,9,504,41,24,3300
29311,2007,9,2007-11-04,13:02:00,13:02:00,200,4500,REG,Week 9,1001,41,2112,20,16,200
29312,2007,9,2007-11-04,13:02:00,13:02:00,610,920,REG,Week 9,3770,2,392,33,21,610
29313,2007,9,2007-11-04,13:02:00,13:02:00,1540,1400,REG,Week 9,2026,10,1151,44,7,1540
29317,2007,9,2007-11-04,13:02:00,13:02:00,3430,5110,REG,Week 9,3757,17,218,20,23,5110
29321,2007,9,2007-11-04,16:18:00,16:18:00,2200,3200,REG,Week 9,2878,8,794,20,24,3200
29322,2007,9,2007-11-04,16:15:00,13:15:00,2520,2120,REG,Week 9,3225,3,1631,17,24,2120
29323,2007,9,2007-11-04,20:23:00,20:23:00,3700,1200,REG,Week 9,2769,2,1302,17,38,1200
29318,2007,9,2007-11-04,13:00:00,13:00:00,4900,3800,REG,Week 9,3697,1,1782,17,10,4900
29319,2007,9,2007-11-04,13:02:00,12:02:00,2100,750,REG,Week 9,2350,3,339,20,7,2100
29320,2007,9,2007-11-04,16:06:00,16:06:00,1050,4600,REG,Week 9,1048,13,2014,33,30,1050
29324,2007,9,2007-11-05,20:38:00,20:38:00,3900,325,REG,Week 9,5411,2,185,38,7,3900
29328,2007,10,2007-11-11,13:02:00,13:02:00,2700,610,REG,Week 10,2475,8,1164,10,13,610
29329,2007,10,2007-11-11,13:02:00,12:02:00,3300,2510,REG,Week 10,2870,9,610,29,37,2510
29330,2007,10,2007-11-11,13:02:00,13:02:00,3900,1050,REG,Week 10,5411,2,116,31,28,3900
29325,2007,10,2007-11-11,13:03:00,13:03:00,750,200,REG,Week 10,1769,1,188,13,20,200
29326,2007,10,2007-11-11,13:02:00,12:02:00,1800,3000,REG,Week 10,2606,1,265,34,0,1800
29327,2007,10,2007-11-11,13:00:00,12:00:00,2310,1400,REG,Week 10,1552,1,555,11,27,1400
29331,2007,10,2007-11-11,13:03:00,12:03:00,2100,2250,REG,Week 10,2350,3,500,13,28,2250
29335,2007,10,2007-11-11,16:15:00,16:15:00,3410,1200,REG,Week 10,3757,1,1374,20,31,1200
29336,2007,10,2007-11-11,16:15:00,13:15:00,2520,810,REG,Week 10,3225,3,1831,6,17,810
29337,2007,10,2007-11-11,20:15:00,17:15:00,4400,2200,REG,Week 10,1002,2,1776,23,21,4400
29332,2007,10,2007-11-11,13:03:00,13:03:00,5110,3700,REG,Week 10,2389,34,114,25,33,3700
29333,2007,10,2007-11-11,16:05:00,16:05:00,325,920,REG,Week 10,3695,13,422,7,21,920
29334,2007,10,2007-11-11,16:15:00,14:15:00,3800,1540,REG,Week 10,1907,23,1685,31,21,3800
29338,2007,10,2007-11-12,20:41:00,17:41:00,4600,4500,REG,Week 10,5315,9,705,24,0,4600
29343,2007,11,2007-11-18,16:15:00,15:15:00,1200,5110,REG,Week 11,4948,13,1178,28,23,1200
29344,2007,11,2007-11-18,13:02:00,12:02:00,1800,750,REG,Week 11,2606,1,746,31,17,1800
29345,2007,11,2007-11-18,13:02:00,12:02:00,2120,3300,REG,Week 11,3698,1,312,23,10,2120
29342,2007,11,2007-11-18,13:02:00,13:02:00,920,3800,REG,Week 11,3530,1,1573,27,35,3800
29339,2007,11,2007-11-18,13:05:00,13:05:00,200,4900,REG,Week 11,1001,41,416,7,31,4900
29340,2007,11,2007-11-18,13:02:00,13:02:00,325,1050,REG,Week 11,3695,13,311,30,33,1050
29341,2007,11,2007-11-18,20:24:00,20:24:00,610,3200,REG,Week 11,3770,2,388,10,56,3200
29346,2007,11,2007-11-18,13:02:00,13:02:00,2200,2310,REG,Week 11,2878,8,448,13,10,2200
29351,2007,11,2007-11-18,13:03:00,13:03:00,1540,3410,REG,Week 11,2026,10,475,10,16,3410
29352,2007,11,2007-11-18,16:15:00,13:15:00,4500,2510,REG,Week 11,1007,32,1725,9,13,2510
29353,2007,11,2007-11-18,16:16:00,13:16:00,4600,810,REG,Week 11,5315,9,1711,30,23,4600
29350,2007,11,2007-11-18,13:02:00,13:02:00,3700,2700,REG,Week 11,2769,2,999,17,7,3700
29347,2007,11,2007-11-18,13:03:00,13:03:00,2250,4400,REG,Week 11,2049,1,2087,24,17,2250
29348,2007,11,2007-11-18,13:05:00,12:05:00,3000,2520,REG,Week 11,1004,12,1575,29,22,3000
29349,2007,11,2007-11-18,16:05:00,16:05:00,3430,3900,REG,Week 11,3757,17,311,19,16,3430
29354,2007,11,2007-11-19,20:40:00,18:40:00,1400,2100,REG,Week 11,5786,14,1020,34,20,1400
29355,2007,12,2007-11-22,12:36:00,12:36:00,1540,1800,REG,Week 12,2026,10,292,26,37,1800
29356,2007,12,2007-11-22,16:20:00,15:20:00,1200,3430,REG,Week 12,4948,13,1369,34,3,1200
29357,2007,12,2007-11-22,20:16:00,20:16:00,200,2200,REG,Week 12,1001,41,433,13,31,2200
29361,2007,12,2007-11-25,13:03:00,13:03:00,1050,2120,REG,Week 12,1048,13,1120,27,17,1050
29362,2007,12,2007-11-25,13:03:00,13:03:00,2250,610,REG,Week 12,2049,1,874,36,14,2250
29363,2007,12,2007-11-25,13:00:00,12:00:00,2310,2520,REG,Week 12,1552,1,1501,17,20,2520
29358,2007,12,2007-11-25,13:03:00,13:03:00,750,3300,REG,Week 12,1769,1,653,6,31,3300
29359,2007,12,2007-11-25,16:16:00,15:16:00,810,1400,REG,Week 12,4620,29,915,37,34,810
29360,2007,12,2007-11-25,13:02:00,13:02:00,920,2100,REG,Week 12,3530,1,236,35,6,920
29367,2007,12,2007-11-25,16:06:00,14:06:00,3800,4500,REG,Week 12,1907,23,607,31,37,4500
29368,2007,12,2007-11-25,16:15:00,13:15:00,4400,325,REG,Week 12,1002,2,2278,32,14,4400
29369,2007,12,2007-11-25,20:23:00,20:23:00,3200,3700,REG,Week 12,1065,2,253,31,28,3200
29364,2007,12,2007-11-25,13:03:00,13:03:00,3410,3000,REG,Week 12,3757,1,1017,17,41,3000
29365,2007,12,2007-11-25,13:00:00,12:00:00,2510,4600,REG,Week 12,1006,17,1713,19,24,4600
29366,2007,12,2007-11-25,13:02:00,13:02:00,4900,5110,REG,Week 12,3697,1,817,19,13,4900
29370,2007,12,2007-11-26,20:55:00,20:55:00,3900,2700,REG,Week 12,5411,2,994,3,0,3900
29371,2007,13,2007-11-29,20:16:00,19:16:00,1200,1800,REG,Week 13,4948,13,945,37,27,1200
29376,2007,13,2007-12-02,13:03:00,12:03:00,3000,1540,REG,Week 13,1004,12,536,42,10,3000
29377,2007,13,2007-12-02,16:15:00,15:15:00,3300,4900,REG,Week 13,2870,9,479,23,27,4900
29378,2007,13,2007-12-02,13:02:00,13:02:00,3700,4600,REG,Week 13,2769,2,2369,24,28,4600
29375,2007,13,2007-12-02,13:03:00,13:03:00,2700,3430,REG,Week 13,2475,8,1078,13,40,3430
29372,2007,13,2007-12-02,13:03:00,13:03:00,750,4500,REG,Week 13,1769,1,2276,31,14,750
29373,2007,13,2007-12-02,13:02:00,13:02:00,2200,2250,REG,Week 13,2878,8,700,28,25,2200
29374,2007,13,2007-12-02,13:00:00,12:00:00,2310,4400,REG,Week 13,1552,1,1334,10,24,4400
29383,2007,13,2007-12-02,16:05:00,13:05:00,2520,1400,REG,Week 13,3225,3,943,34,20,2520
29384,2007,13,2007-12-02,16:15:00,15:15:00,810,3410,REG,Week 13,4620,29,705,16,21,3410
29385,2007,13,2007-12-02,20:24:00,20:24:00,3900,920,REG,Week 13,5411,2,256,24,10,3900
29382,2007,13,2007-12-02,16:06:00,14:06:00,3800,1050,REG,Week 13,1907,23,1743,27,21,3800
29379,2007,13,2007-12-02,13:00:00,12:00:00,2510,200,REG,Week 13,1006,17,466,28,16,2510
29380,2007,13,2007-12-02,13:02:00,12:02:00,2100,2120,REG,Week 13,2350,3,671,28,20,2100
29381,2007,13,2007-12-02,13:02:00,13:02:00,5110,610,REG,Week 13,2389,34,284,16,17,610
29386,2007,13,2007-12-03,20:41:00,20:41:00,325,3200,REG,Week 13,3695,13,341,24,27,3200
29387,2007,14,2007-12-06,20:16:00,20:16:00,5110,810,REG,Week 14,2389,34,621,24,16,5110
29392,2007,14,2007-12-09,13:01:00,12:01:00,2120,4900,REG,Week 14,3698,1,791,28,14,2120
29393,2007,14,2007-12-09,13:03:00,13:03:00,2250,750,REG,Week 14,2049,1,342,37,6,2250
29394,2007,14,2007-12-09,16:15:00,16:15:00,3200,3900,REG,Week 14,1065,2,467,34,13,3200
29391,2007,14,2007-12-09,13:02:00,12:02:00,1800,2520,REG,Week 14,2606,1,1825,38,13,1800
29388,2007,14,2007-12-09,13:02:00,13:02:00,610,2700,REG,Week 14,3770,2,1157,38,17,610
29389,2007,14,2007-12-09,13:02:00,13:02:00,920,2510,REG,Week 14,3530,1,320,19,10,920
29390,2007,14,2007-12-09,13:03:00,13:03:00,1540,1200,REG,Week 14,2026,10,1001,27,28,1200
29399,2007,14,2007-12-09,16:15:00,16:15:00,3430,1050,REG,Week 14,3757,17,407,18,24,1050
29400,2007,14,2007-12-09,16:15:00,14:15:00,1400,2310,REG,Week 14,5786,14,564,41,7,1400
29401,2007,14,2007-12-09,20:23:00,20:23:00,325,2200,REG,Week 14,3695,13,515,20,44,2200
29398,2007,14,2007-12-09,16:06:00,13:06:00,4600,3800,REG,Week 14,5315,9,1124,42,21,4600
29395,2007,14,2007-12-09,13:02:00,13:02:00,3700,3410,REG,Week 14,2769,2,86,13,16,3410
29396,2007,14,2007-12-09,13:02:00,12:02:00,2100,4400,REG,Week 14,2350,3,1738,17,23,4400
29397,2007,14,2007-12-09,16:05:00,13:05:00,4500,3000,REG,Week 14,1007,32,1573,7,27,3000
29402,2007,14,2007-12-10,20:40:00,20:40:00,200,3300,REG,Week 14,1001,41,428,14,34,3300
29403,2007,15,2007-12-13,20:15:00,19:15:00,2120,1400,REG,Week 15,3698,1,868,31,13,2120
29404,2007,15,2007-12-15,20:15:00,17:15:00,4500,920,REG,Week 15,1007,32,2038,20,13,4500
29408,2007,15,2007-12-16,13:03:00,13:03:00,2700,325,REG,Week 15,2475,8,951,22,16,2700
29409,2007,15,2007-12-16,13:02:00,13:02:00,3200,3430,REG,Week 15,1065,2,186,20,10,3200
29410,2007,15,2007-12-16,13:03:00,12:03:00,3300,3800,REG,Week 15,2870,9,1304,31,24,3300
29405,2007,15,2007-12-16,13:02:00,13:02:00,750,4600,REG,Week 15,1769,1,2273,13,10,750
29406,2007,15,2007-12-16,13:03:00,13:03:00,1050,610,REG,Week 15,1048,13,174,8,0,1050
29407,2007,15,2007-12-16,13:00:00,12:00:00,2310,2100,REG,Week 15,1552,1,464,17,26,2100
29411,2007,15,2007-12-16,13:03:00,13:03:00,3900,2250,REG,Week 15,5411,2,705,22,29,2250
29415,2007,15,2007-12-16,20:15:00,19:15:00,1200,3700,REG,Week 15,4948,13,1312,6,10,3700
29416,2007,15,2007-12-16,20:15:00,17:15:00,4400,1540,REG,Week 15,1002,2,1955,51,14,4400
29417,2007,15,2007-12-16,20:24:00,20:24:00,3410,5110,REG,Week 15,3757,1,218,10,22,5110
29412,2007,15,2007-12-16,13:00:00,12:00:00,2510,1800,REG,Week 15,1006,17,419,14,33,1800
29413,2007,15,2007-12-16,13:03:00,13:03:00,4900,200,REG,Week 15,3697,1,436,37,3,4900
29414,2007,15,2007-12-16,16:05:00,13:05:00,2520,2200,REG,Week 15,3225,3,1928,14,21,2200
29418,2007,15,2007-12-17,20:40:00,19:40:00,3000,810,REG,Week 15,1004,12,329,20,13,3000
29419,2007,16,2007-12-20,20:15:00,19:15:00,2510,3900,REG,Week 16,1006,17,558,24,41,3900
29420,2007,16,2007-12-22,20:15:00,20:15:00,750,1200,REG,Week 16,1769,1,936,13,20,1200
29424,2007,16,2007-12-23,13:02:00,13:02:00,1540,2310,REG,Week 16,2026,10,641,25,20,1540
29425,2007,16,2007-12-23,13:02:00,13:02:00,2200,2120,REG,Week 16,2878,8,871,38,15,2200
29426,2007,16,2007-12-23,13:02:00,13:02:00,2250,2520,REG,Week 16,2049,1,2362,49,11,2250
29421,2007,16,2007-12-23,13:02:00,13:02:00,610,3410,REG,Week 16,3770,2,277,21,38,3410
29422,2007,16,2007-12-23,13:03:00,12:03:00,810,1800,REG,Week 16,4620,29,183,35,7,810
29423,2007,16,2007-12-23,13:02:00,13:02:00,920,1050,REG,Week 16,3530,1,210,19,14,920
29427,2007,16,2007-12-23,20:15:00,19:15:00,3000,5110,REG,Week 16,1004,12,906,21,32,5110
29431,2007,16,2007-12-23,16:16:00,13:16:00,4600,325,REG,Week 16,5315,9,2316,27,6,4600
29432,2007,16,2007-12-23,16:15:00,15:15:00,2100,3430,REG,Week 16,2350,3,741,10,6,2100
29433,2007,16,2007-12-23,16:05:00,13:05:00,4500,4900,REG,Week 16,1007,32,2392,21,19,4500
29428,2007,16,2007-12-23,16:15:00,16:15:00,3200,2700,REG,Week 16,1065,2,1218,28,7,3200
29429,2007,16,2007-12-23,13:02:00,12:02:00,3300,3700,REG,Week 16,2870,9,1087,23,38,3700
29430,2007,16,2007-12-23,16:05:00,14:05:00,3800,200,REG,Week 16,1907,23,1623,30,27,3800
29434,2007,16,2007-12-24,20:10:00,17:10:00,4400,1400,REG,Week 16,1002,2,829,23,3,4400
29435,2007,17,2007-12-29,20:15:00,20:15:00,3410,3200,REG,Week 17,3757,1,170,35,38,3200
29440,2007,17,2007-12-30,13:02:00,12:02:00,1800,1540,REG,Week 17,2606,1,289,34,13,1800
29441,2007,17,2007-12-30,13:02:00,12:02:00,2120,2250,REG,Week 17,3698,1,824,42,28,2120
29442,2007,17,2007-12-30,20:24:00,20:24:00,2200,2100,REG,Week 17,2878,8,249,10,16,2100
29439,2007,17,2007-12-30,13:03:00,13:03:00,1050,4500,REG,Week 17,1048,13,2147,20,7,1050
29436,2007,17,2007-12-30,13:04:00,13:04:00,200,4600,REG,Week 17,1001,41,2170,44,41,200
29437,2007,17,2007-12-30,16:17:00,16:17:00,325,3900,REG,Week 17,3695,13,195,27,21,325
29438,2007,17,2007-12-30,13:00:00,12:00:00,810,3300,REG,Week 17,4620,29,832,33,25,810
29443,2007,17,2007-12-30,13:03:00,13:03:00,2700,920,REG,Week 17,2475,8,942,25,38,920
29448,2007,17,2007-12-30,16:16:00,14:16:00,1400,3000,REG,Week 17,5786,14,689,22,19,1400
29449,2007,17,2007-12-30,16:15:00,13:15:00,2520,4400,REG,Week 17,3225,3,445,17,30,4400
29450,2007,17,2007-12-30,16:15:00,16:15:00,3430,2310,REG,Week 17,3757,17,1086,13,10,3430
29447,2007,17,2007-12-30,16:15:00,14:15:00,3800,2510,REG,Week 17,1907,23,1266,48,19,3800
29444,2007,17,2007-12-30,13:01:00,13:01:00,3700,610,REG,Week 17,2769,2,271,17,9,3700
29445,2007,17,2007-12-30,13:02:00,13:02:00,4900,750,REG,Week 17,3697,1,510,23,31,750
29446,2007,17,2007-12-30,16:15:00,16:15:00,5110,1200,REG,Week 17,2389,34,1197,27,6,5110
29516,2007,1,2008-01-05,16:35:00,13:35:00,4600,5110,WC,WC,5315,9,2296,35,14,4600
29517,2007,1,2008-01-05,20:13:00,20:13:00,3900,2250,WC,WC,5411,2,705,29,31,2250
29518,2007,1,2008-01-06,13:03:00,13:03:00,4900,3410,WC,WC,3697,1,1009,14,24,3410
29519,2007,1,2008-01-06,16:30:00,13:30:00,4400,2100,WC,WC,1002,2,1736,17,6,4400
29520,2007,2,2008-01-12,16:33:00,15:33:00,1800,4600,DIV,DIV,2606,1,1638,42,20,1800
29521,2007,2,2008-01-12,20:15:00,20:15:00,3200,2250,DIV,DIV,1065,2,996,31,20,3200
29522,2007,2,2008-01-13,13:06:00,13:06:00,2200,4400,DIV,DIV,2878,8,1781,24,28,4400
29523,2007,2,2008-01-13,16:45:00,15:45:00,1200,3410,DIV,DIV,4948,13,1385,17,21,3410
29524,2007,3,2008-01-20,15:05:00,15:05:00,3200,4400,CON,CONF,1065,2,2564,21,12,3200
29525,2007,3,2008-01-20,18:42:00,17:42:00,1800,3410,CON,CONF,2606,1,753,20,23,3410
29526,2007,4,2008-02-03,18:30:00,16:30:00,3200,3410,SB,SB,1907,2293,2144,14,17,3410
29848,2008,0,2008-08-03,20:08:00,20:08:00,5110,2200,PRE,HOF,1900,241,265,30,16,5110
29785,2008,1,2008-08-07,19:05:00,19:05:00,1540,3410,PRE,P1,2026,10,475,13,10,1540
29784,2008,1,2008-08-07,19:06:00,17:06:00,3800,3300,PRE,P1,1907,23,1315,10,24,3300
29786,2008,1,2008-08-07,19:35:00,19:35:00,3200,325,PRE,P1,1065,2,343,15,16,325
